img_id,latency_ms,num_preds,num_gts,tp,fp,fn,precision,recall,f1,sensitivity,specificity,mean_iou,mean_dice
47,29.700279235839844,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8960418757936536,0.9451276871582885
48,30.14087677001953,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.9037306986000447,0.9493669056674703
49,29.919147491455078,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8742517231642939,0.9326345565757015
50,30.060768127441406,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.891412581610094,0.9425278673223809
51,29.95586395263672,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8805677737191793,0.936194418710254
52,29.965877532958984,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.88804976263008,0.9405285740716145
53,29.784202575683594,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8743410970247625,0.9326838472358854
54,29.976606369018555,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8805771271449345,0.9362248782369773
55,30.545711517333984,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8877398949584056,0.9402788450866342
56,29.842376708984375,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.7901675698990354,0.8782126181716744
57,29.600143432617188,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8756962214865086,0.9334718945194206
58,30.126094818115234,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8768975105399901,0.9341099011348654
59,30.383825302124023,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8799351938104649,0.9358830579173352
60,29.975175857543945,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8754741754658422,0.9332252796216083
61,32.128095626831055,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8816789470433869,0.9368399391100115
62,29.912471771240234,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8815128747806584,0.9367192792974516
63,30.06434440612793,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8854505284009473,0.9389369211415483
64,29.919862747192383,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8731844665622245,0.931957906449424
65,29.811620712280273,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8714416367537459,0.9310061920533552
66,30.192852020263672,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.7348777181324512,0.8365057424539544
67,30.3192138671875,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8697031413342472,0.9298474209933636
68,30.176639556884766,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8738925480184274,0.9324463237379073
69,30.560016632080078,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.879399268018302,0.9355879444121484
70,30.6551456451416,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8810326999669548,0.9364575864896026
71,30.843734741210938,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.869758098822436,0.9299745911806805
72,29.97732162475586,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8846486850468909,0.938417556816109
73,29.76202964782715,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8870978781771881,0.9400182632445673
74,29.875755310058594,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8759055221393388,0.9334584589341355
75,29.953479766845703,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8714160655111683,0.9309193911365731
76,29.889822006225586,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.881860070103238,0.9370225710498983
77,29.739856719970703,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8720854953277376,0.9312626603421467
78,29.979467391967773,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8705919589271907,0.9305409996707976
